age,monthly_salary,monthly_expenses,current_savings,dependents,risk_tolerance,expected_return,inflation_rate,retirement_goal_age,goal_type,target_corpus,risk_label
50,97715,58019,503788,0,High,11.516676523560937,6.061836690070341,59,Aggressive,29561317.51866568,High
27,263239,117015,4273764,2,High,6.98214426880532,6.993620865684251,68,Luxury,561094589.8994126,Medium
37,46106,25133,3949244,4,Low,6.815583489535061,6.5115680674463,45,Aggressive,12489349.3392678,Low
59,58864,42197,3480744,1,Low,6.783734577964482,4.297996344197609,69,Normal,19282461.986404464,Low
50,59012,24217,862420,4,High,7.60940998578387,4.631316213818939,70,Luxury,17966991.73662101,Medium
30,87143,21718,3427868,2,Medium,6.0993791728181925,7.55580999024033,63,Normal,72087334.34650815,Low
54,149272,103836,3816831,5,High,13.943096668588794,6.007322115446964,66,Aggressive,62733507.49341231,Low
53,136075,58238,4798000,1,Low,9.254116118860686,4.515111526343754,69,Luxury,35415478.99190701,Low
53,122193,49125,4662024,4,Medium,13.482460274265916,6.265170415955563,65,Aggressive,30557311.011956602,Low
37,207507,95192,1410853,0,High,10.443393875737058,7.2849667002140155,64,Normal,190665104.6797987,Medium
55,172088,137047,4536630,2,Medium,6.589261789437039,6.533109862001425,70,Aggressive,106233101.65200241,Low
53,169336,94777,811316,2,High,6.039223339803516,6.678932704743098,63,Normal,54276374.80495943,High
36,121105,47471,2799295,1,Medium,10.90435939726579,7.6540160074348496,49,Normal,37148621.219247974,Medium
21,99600,47928,1465672,3,Medium,7.7076590920052,7.368028279561852,62,Aggressive,265206795.96966767,Medium
24,62323,33391,2420108,4,High,8.450462840157321,7.669707760195969,52,Aggressive,79317613.76733722,Low
56,24698,12636,1576160,5,High,7.4748998023740985,6.83744211696014,63,Luxury,6022755.649311309,Low
59,261407,195883,355090,5,Medium,6.16877953453113,4.200922165081414,66,Normal,78382468.83898312,High
40,253882,195227,1242355,3,Medium,12.518314757019766,5.831381143760642,70,Luxury,320697114.25225496,High
24,237008,12173,2076274,4,Medium,10.753023504751859,7.822090375822327,48,Aggressive,22258957.144770443,Medium
44,39534,23291,3435994,3,Low,8.78382959176501,7.462896870542053,55,Luxury,15422449.972144188,Low
56,266227,170941,4579853,1,High,7.174120581217239,5.803015669716772,61,Normal,67991986.04982719,Medium
52,189486,40416,2064310,4,Low,9.017549060590227,4.267113525547796,59,Normal,16244488.467269938,Medium
44,121306,74995,2305139,3,High,12.824931559936136,4.546341732125943,53,Luxury,33568592.35022774,Medium
50,102391,42566,253114,0,Medium,11.29475444057254,5.343331300515047,64,Aggressive,26465662.390527334,High
52,196304,97178,1489316,3,High,7.874813575609851,6.648682132109469,64,Aggressive,63118276.24563717,Medium
21,285974,57160,1975760,1,High,13.693025466059911,4.564537344352701,53,Luxury,71534397.20598568,Medium
30,35437,14413,1638598,1,Medium,11.552908899572193,7.285050489393569,51,Luxury,18932111.332351286,Low
51,71515,24384,4930575,1,Low,7.492015202368042,7.251153004128731,56,Normal,10380924.996348646,Low
55,114372,45507,4437203,4,High,6.4505094636041544,4.414645651824822,70,Normal,26098812.37956796,Low
26,281202,88872,1445392,0,Low,9.180502097984357,5.659981609547472,51,Aggressive,105596488.75857793,High
48,229933,114370,4734762,1,Low,7.215965333718837,7.564215532812375,70,Aggressive,170657464.69133514,Medium
38,241803,104445,1086988,2,Medium,11.652296708973772,5.297763480716655,62,Aggressive,108160437.2580038,High
52,165128,63824,4058607,1,Medium,9.919776975340449,6.139749641043586,60,Luxury,30841091.857721824,Low
48,49954,28237,2181582,0,Low,12.714231303188848,7.28160848159881,57,Luxury,15946570.428425284,Low
31,133346,21014,4692094,3,Medium,8.97394937796847,7.451847642471787,61,Luxury,54456109.53633848,Low
32,166215,49109,4743850,0,Low,7.951577365103439,6.361500669612104,57,Normal,68848384.01449879,Low
26,236900,44902,3198851,1,Low,6.47548179315615,5.448537188818666,67,Luxury,118590494.03849527,Medium
54,250362,190601,2275983,5,High,13.213154452357823,7.1510497566679465,61,Aggressive,92730252.16778691,Medium
60,70552,23970,1153631,2,Medium,10.051346044659697,4.517442159773391,67,Luxury,9797396.81120438,Medium
25,95818,57526,3564403,4,Medium,8.34362042671027,7.660724645830218,51,Luxury,117618380.8590393,Low
34,216464,80047,2746149,1,Low,10.518558116550704,4.87064220289415,46,Luxury,42492613.69904776,Medium
53,138532,62427,3004591,1,Medium,6.760532912925329,6.423106787023164,66,Normal,42068870.23687526,Medium
37,142011,50107,775036,1,High,6.722886458843073,5.693498831372432,68,Luxury,83659675.56794468,High
57,83307,17571,539204,1,High,12.565752623726532,7.026444078307018,65,Luxury,9074997.297149513,Medium
35,70352,17567,2685983,2,Low,13.731056922875112,5.198118445419374,69,Aggressive,29518202.648890972,Low
56,67435,53114,220465,0,High,6.047328981735835,7.392327351478844,64,Luxury,28191377.576467797,High
27,242918,176944,2529611,2,Low,13.294152476641408,5.839380579070203,54,Luxury,245716268.72297105,Medium
22,69640,27481,3073448,1,Medium,7.916389710628052,4.966310975450448,49,Normal,30514201.646092556,Low
44,282609,183442,4923393,1,Medium,10.462681362487182,7.245449880998036,61,Normal,180742761.20322216,Medium
26,162614,70744,1016890,3,High,9.976109526769044,5.293201664915655,57,Luxury,105007699.58557743,Medium
21,91030,37119,2049655,3,Medium,13.69937415695466,4.68931894029387,68,Aggressive,95968592.13693888,Medium
29,80214,39864,4765024,0,High,6.805773965551603,4.920504881461861,49,Aggressive,31254284.721057374,Low
39,31382,14366,4154015,2,Medium,12.279651359790673,6.6693072234585475,46,Luxury,6772257.120204696,Low
42,163163,62218,916499,3,Low,11.509421375426644,6.374462954913261,62,Luxury,64236949.879360974,High
30,84550,49059,3285170,4,Medium,7.024829333836397,4.066757991205831,59,Luxury,46761525.94346833,Low
53,57020,31597,2392353,3,Medium,10.471400017944859,6.210806703340854,64,Normal,18391742.88252242,Low
55,218874,18836,4710241,0,Low,13.341608178957998,6.19961273778328,67,Luxury,11630145.106547622,Medium
57,185883,57788,772801,4,Medium,6.123787046771611,6.5961565299487,63,Normal,25433620.932140756,High
24,245626,176754,76519,4,High,8.392751185254816,5.113942347504528,50,Normal,193936230.73717093,High
56,193878,67364,1754304,1,High,6.186962198669258,5.782473277455227,67,Aggressive,37505936.01102405,Medium
28,127557,80840,3002541,2,Medium,12.463839380971567,6.541424892050465,69,Normal,325841271.03074276,Medium
23,118768,14567,1619233,0,Low,7.408549937076279,4.288982757616833,59,Luxury,19818688.10873373,Medium
44,107716,46348,790873,0,Medium,7.15928290003428,7.500170218717695,59,Normal,41142391.44343721,Medium
55,107042,25494,3605351,0,High,10.115362036579436,4.780868987540575,68,Luxury,14035412.557884673,Low
53,286226,19578,1352717,3,Low,7.287425050354372,6.817368305036447,59,Aggressive,8724505.531574426,High
52,57424,30171,382057,1,Low,7.236061960143022,7.354012689590648,60,Aggressive,15968246.090493165,Medium
46,108740,85338,4407906,1,High,13.984090994630655,7.39497270020162,69,Aggressive,132097503.45651978,Low
60,142171,51907,3152531,5,Medium,9.588777299808738,5.032904942792351,66,Normal,20907372.007568303,Medium
55,118679,19935,4741046,3,High,12.939572589382621,6.945984011052005,70,Luxury,16375882.230306977,Low
42,179671,60503,1289512,3,High,11.461312367404243,6.383088115421319,60,Luxury,55284684.78292918,Medium
40,104538,16277,2304642,4,High,8.372548426256703,4.199399724930954,65,Luxury,13656079.772107067,Medium
50,39699,21503,2529205,3,Low,13.245313129169542,6.2107915709630195,60,Luxury,11784380.733371051,Low
24,215819,161516,3586200,3,Low,6.605573071482682,6.457351802432033,50,Luxury,246549388.1510683,Medium
54,76884,49608,179931,0,High,8.186599598155631,7.517132990452366,64,Aggressive,30722016.950977467,High
26,169139,37838,2507518,1,Low,7.058987729156826,5.122815412330038,47,Luxury,32410526.44130877,Medium
48,114714,54049,4924624,0,Medium,11.199992397050828,6.967341792181486,66,Luxury,54504276.58408412,Low
56,78838,54926,2308761,2,High,9.37149622895357,4.316057281235779,69,Luxury,28540682.956020553,Low
25,133227,40788,1845881,3,High,13.033657164232089,6.471274449218866,61,Luxury,116955852.07556948,Medium
32,240347,28187,1705427,2,High,13.035505593143892,4.881440911441195,70,Aggressive,51727159.477175206,Medium
47,163169,96376,4152408,3,Medium,8.779968913120213,7.8222794735686945,63,Aggressive,96477556.69534862,Low
35,225774,61335,4307129,2,High,10.966735129782444,4.902140080141371,47,Normal,32676971.762595728,Medium
26,158344,90789,1026285,0,Medium,6.459214925006007,5.812766161400349,54,Normal,132501375.85659549,Medium
47,298545,203262,2314776,0,High,7.749900324523948,5.126352223850768,53,Luxury,82308942.10554394,Medium
23,213977,17050,4828285,3,Medium,7.318178707069753,4.974886710536101,46,Aggressive,15624645.558087075,Medium
24,169718,86774,2737065,3,High,7.439739953673792,6.4047802358389525,47,Aggressive,108546811.56075482,Medium
59,169480,43211,2844532,4,Medium,12.023198048604517,7.747316797619101,70,Luxury,29456875.150178522,Medium
39,117166,85439,2649014,5,Low,13.350918577598637,6.173877991448643,56,Luxury,70970517.98523057,Medium
41,283833,99201,1023044,0,Medium,8.229378756192169,4.714639729588162,49,Aggressive,43022587.627978064,High
55,152184,20164,2586751,0,Low,9.287141606024647,5.104909144321584,65,Aggressive,9952403.030737516,Medium
39,189968,24076,1013028,4,Low,9.514554872084076,6.912258003044301,46,Normal,11531826.599966384,High
46,23715,14283,3106141,0,Low,10.162765166689574,6.250988414182112,59,Luxury,9424740.812801931,Low
49,282627,26603,4185098,1,High,13.567453217783202,7.081104476891182,64,Aggressive,22271245.205814067,Medium
56,113292,29000,3775286,4,Medium,11.509381267369346,7.146149324794757,67,Aggressive,18589234.153070632,Low
52,269223,11407,2307997,0,High,6.404623272524838,7.617528851223378,66,Normal,9564337.923854213,Medium
58,25293,19304,392266,2,Low,8.491454634611696,7.120088053432688,64,Normal,8749718.674860343,Medium
53,81027,21466,2122979,5,Low,11.8837703114988,4.630215535441957,67,Aggressive,12135901.953774001,Low
43,280408,197983,1579466,3,Low,10.11683267298347,6.239341408743366,64,Normal,211710267.5329831,High
33,111739,58951,3769874,4,High,6.9486674143175415,6.144411682516797,61,Luxury,93914400.4959021,Low
55,87927,46806,3407227,1,Low,6.030739153147955,7.2200343868082335,64,Luxury,26297003.402486302,Low
39,112105,59435,4553642,0,High,12.08941323151302,4.15699718395772,60,Normal,41939281.79881085,Low
49,143176,11182,3164034,1,Medium,8.982959332042572,6.897615312423245,67,Luxury,11144614.457311682,Medium
27,40688,25284,1307335,2,High,7.990471083898398,6.811479097074051,62,Aggressive,76136788.6644192,Low
39,193652,133454,3384393,4,Low,6.1791191862340265,6.100100514155986,70,Aggressive,250981959.32901847,Medium
33,103387,22498,3877645,2,Medium,9.705803752963323,4.049491907469376,46,Aggressive,11307971.278643074,Low
43,27928,20186,2057177,2,Low,6.223265891663801,5.027465423597427,65,Luxury,17817016.965194978,Low
25,127674,14986,3935709,0,High,9.681313991216914,7.6188860375796565,69,Aggressive,113736706.09045978,Low
48,49039,38394,503609,0,High,7.656175344781667,4.913294353351031,54,Aggressive,15359170.50822528,Medium
41,298013,187636,82221,4,Medium,12.34562333318124,4.453193131654631,50,Aggressive,83316862.82958926,High
32,105011,42738,4810763,3,Medium,13.227207481441724,4.403427984746648,63,Aggressive,48763286.04903893,Low
43,130463,86399,3209830,0,High,6.478171402989039,4.74757031139373,59,Aggressive,54441903.16827404,Low
21,106940,66570,2062208,5,Low,6.254618712795425,6.333148358278474,60,Aggressive,219017114.40460593,Medium
54,86357,68014,1946707,5,Medium,11.747851776791634,6.824477563675572,63,Luxury,36962094.204772554,Medium
29,275274,149478,4050153,4,Low,13.976581754682613,6.225854123714233,67,Luxury,445089491.5127602,Medium
59,39040,21315,1175372,5,Low,10.515113029400972,4.569540035381551,64,Luxury,7995259.797946351,Low
52,176609,65530,390117,0,Medium,6.656469164916088,7.075949855347457,61,Aggressive,36373814.154801264,High
40,226365,45334,4610929,2,Medium,12.667236772076404,7.543224430506507,67,Normal,96891960.42816138,Medium
49,254271,75287,2232721,2,Medium,11.183575591376883,4.3838263187656885,70,Aggressive,55608183.33821308,Medium
38,242553,100948,3347046,4,Low,9.835458252464324,7.9368904289218145,57,Normal,129254929.91679822,Medium
49,244824,96194,1626434,1,High,12.14801597644967,7.8889566206292425,54,Luxury,42184626.137636594,Medium
53,175790,25967,3695247,4,Medium,6.095755706023039,5.34191691444471,58,Normal,10105297.82338145,Medium
32,257390,125364,617408,5,Medium,8.635695198156231,4.542458751490647,64,Aggressive,155833498.03808475,High
42,39902,17524,1366495,3,Medium,8.0656691054661,7.099222328367742,70,Normal,35873304.551685214,Low
34,220244,32091,2667198,3,Low,10.312303517850683,5.4425241983453985,60,Normal,38186965.51276097,Medium
49,110780,58851,855778,1,Low,13.157551684738696,7.857753349097891,59,Luxury,37617402.10952355,Medium
29,179386,141809,4175419,2,Low,11.493486997251372,7.298556576409787,70,Luxury,764142081.2876782,Medium
26,189007,27101,2193827,3,Low,6.636803815231733,5.066538100237496,58,Aggressive,39533757.70701232,Medium
37,163406,28639,3710878,3,Medium,12.39612707245647,4.260670861299592,58,Normal,20635258.811409052,Medium
43,225615,92475,4296769,1,Low,11.109386565750437,4.198079096492798,50,Aggressive,36996750.78252355,Medium
57,184377,17895,4356550,0,Medium,12.613102392984107,5.3027118458705775,66,Luxury,8546906.605633674,Medium
51,82661,36658,2082428,1,High,9.810291108073013,7.728241261268527,61,Luxury,23151851.014290567,Low
29,91383,36923,826310,4,Low,7.35635631284368,4.1973548557045195,70,Luxury,59778180.895414606,Medium
27,155608,12922,764285,2,High,11.18355731153953,5.524963266543352,55,Aggressive,17474182.274541773,High
41,199576,63009,1736529,4,Low,6.039253362886801,5.516271442688043,46,Normal,24724130.31578271,Medium
28,130520,25277,217035,0,High,12.453381212487312,4.94717208016281,64,Luxury,43131388.76034522,High
41,102579,63457,1600345,2,Low,9.418399454502229,4.931005805324405,57,Normal,41120857.59460767,Medium
58,97536,34461,4566482,4,High,13.591812247571276,5.984511434899177,63,Normal,13824872.708857754,Low
21,190248,68145,4999754,0,Medium,6.468312230963266,6.280700461673479,58,Aggressive,194701074.44037724,Low
38,28026,21651,4303060,0,Low,9.028074736817182,7.463508464678453,56,Aggressive,23729986.439339478,Low
30,60812,42435,3479444,0,High,8.340403434130707,7.261742058390267,63,Normal,128684246.51852223,Low
31,158444,100453,1007129,4,Low,13.795493708885958,5.23219520253853,67,Aggressive,188988270.37374857,Medium
31,52106,30546,1318628,4,Medium,7.012797106774677,4.816681747340487,53,Aggressive,25795535.761142436,Low
57,253149,81030,2492980,0,Low,8.31276071755127,4.914616066527372,68,Normal,41206245.537741944,Medium
32,57879,33015,4139481,4,Low,7.9728360545752395,5.642130359713423,64,Aggressive,57361615.38014324,Low
48,263409,35139,1177802,4,Medium,10.704684475713549,4.823482744066271,60,Luxury,18552979.829026546,High
46,220006,16860,4807208,2,Medium,6.85522745382952,5.0873283407208625,63,Aggressive,11758036.179161942,Medium
25,276831,140084,2178675,5,High,10.718169308607703,5.9221672235190175,57,Normal,264904446.14706358,Medium
52,200876,104774,827139,5,High,10.663349375864259,6.577286624979178,57,Aggressive,43221324.8862808,High
49,224306,119044,2742704,3,High,13.628950084587554,4.606631618515797,62,Luxury,64135516.68342489,Medium
24,28924,16502,3334929,4,High,12.609311848324818,5.65540499138217,49,Luxury,19586228.381431255,Low
55,148941,93941,868551,4,Low,10.537569580704037,6.748155724384706,65,Luxury,54147728.006276004,High
26,58682,42970,2038273,4,High,9.979133312896657,7.928393154843532,56,Luxury,127162174.98941526,Low
22,58234,40377,1810776,1,Low,8.240477237150142,4.40632189677687,67,Aggressive,84325930.05696563,Low
21,180649,83731,4572177,1,Medium,10.930795469165684,4.102721014242437,65,Luxury,147346255.4531119,Low
30,299784,204770,1225096,1,Low,12.657417200151645,5.412233128197573,55,Luxury,229436722.8866119,High
37,219024,48808,2796718,2,Medium,12.768293157210536,4.321344609312231,54,Aggressive,30057735.626996636,Medium
26,287306,34371,1953726,3,Low,12.738188040892265,5.867059216516219,60,Luxury,71644408.50256711,Medium
53,246981,19165,2248480,4,Medium,11.46293750156776,5.157159004969772,66,Luxury,11054396.952274809,Medium
59,242673,53240,3212364,1,Low,13.01425049385736,6.606619140798172,67,Luxury,26646039.441882197,Medium
21,23728,15176,1403203,5,Low,11.240927751552565,6.493013019666871,60,Luxury,52942207.7685746,Low
29,217962,141366,394388,2,High,8.9480208756783,4.913015231215752,63,Normal,216603150.43955615,High
48,209261,94814,1395831,0,Medium,9.390242718024098,5.683457208459303,67,Luxury,81306814.98658581,Medium
29,272872,89119,3458068,5,High,10.237402286231664,5.190141083869943,46,Normal,63192741.7489524,Medium
